competition,player_id,player_name,appearances,first_date,last_date,mean_minutes,mean_pir
eurocup,carter robert||eurocup,"Carter, Robert",6,2017-10-11,2017-11-15,12.766666666666666,6.5
eurocup,cepukaitis vaidas||eurocup,"Cepukaitis, Vaidas",10,2017-10-11,2017-12-27,15.601666666666665,7.3
eurocup,cervi riccardo||eurocup,"Cervi, Riccardo",3,2017-10-11,2018-01-16,11.22777777777778,2.0
eurocup,cherry will||eurocup,"Cherry, will",13,2017-10-11,2018-01-16,26.642307692307693,11.23076923076923
eurocup,christmas rakeem||eurocup,"Christmas, Rakeem",5,2017-10-11,2017-11-08,15.99,4.4
eurocup,cipolla alessandro||eurocup,"Cipolla, Alessandro",4,2017-10-25,2017-11-15,0.0,0.0
eurocup,clifford dennis||eurocup,"Clifford, Dennis",13,2017-10-11,2018-01-17,21.338461538461537,11.461538461538462
eurocup,cline tj||eurocup,"Cline, Tj",4,2017-10-11,2017-11-01,9.479166666666668,3.25
eurocup,collins mardy||eurocup,"Collins, Mardy",13,2017-10-11,2018-01-16,21.925641025641028,7.769230769230769
eurocup,colom guillem||eurocup,"Colom, Guillem",10,2017-10-11,2017-12-27,7.686666666666667,1.3
eurocup,colom quino||eurocup,"Colom, Quino",13,2017-10-11,2018-01-16,25.534615384615385,17.692307692307693
eurocup,conklin brian||eurocup,"Conklin, Brian",12,2017-10-11,2018-01-17,19.230555555555554,8.333333333333334
eurocup,conti luca||eurocup,"Conti, Luca",4,2017-12-05,2018-01-03,0.44999999999999996,-0.25
eurocup,copeland chris||eurocup,"Copeland, Chris",2,2017-12-06,2017-12-13,6.366666666666666,0.0
eurocup,crocker tony||eurocup,"Crocker, Tony",9,2017-10-17,2017-12-26,22.55185185185185,8.222222222222221
eurocup,cummings will||eurocup,"Cummings, will",13,2017-10-11,2018-01-17,22.355128205128207,8.0
eurocup,cunningham jared||eurocup,"Cunningham, Jared",13,2017-10-11,2018-01-17,21.15897435897436,9.153846153846153
eurocup,daye austin||eurocup,"Daye, Austin",10,2017-10-11,2017-12-27,18.015,7.5
eurocup,de vico niccolo||eurocup,"De Vico, Niccolo",11,2017-10-11,2018-01-02,14.9,0.8181818181818182
eurocup,dedovic nihad||eurocup,"Dedovic, Nihad",13,2017-10-11,2018-01-17,18.006410256410255,10.307692307692308
eurocup,della valle amedeo||eurocup,"Della Valle, Amedeo",12,2017-10-11,2018-01-16,31.394444444444446,22.75
eurocup,dellosto nicolo||eurocup,"Dellosto, Nicolo",2,2017-12-06,2017-12-13,0.0,0.0
eurocup,diagne moussa||eurocup,"Diagne, Moussa",10,2017-10-11,2017-12-27,17.011666666666667,10.1
eurocup,diaw boris||eurocup,"Diaw, Boris",9,2017-10-11,2017-12-20,28.22222222222222,18.0
eurocup,drescher hendrik||eurocup,"Drescher, Hendrik",3,2017-11-08,2018-01-17,0.0,0.0
eurocup,durmaz berkan||eurocup,"Durmaz, Berkan",4,2017-10-10,2017-11-01,0.004166666666666667,0.0
eurocup,dyson jerome||eurocup,"Dyson, Jerome",10,2017-10-11,2017-12-27,31.33833333333333,16.5
eurocup,eboh tim||eurocup,"Eboh, Tim",3,2017-10-11,2017-10-31,0.0,0.0
eurocup,echodas martynas||eurocup,"Echodas, Martynas",13,2017-10-11,2018-01-17,15.956410256410257,9.384615384615385
eurocup,ejim melvin||eurocup,"Ejim, Melvin",13,2017-10-11,2018-01-16,24.01923076923077,8.692307692307692
eurocup,elegar frank||eurocup,"Elegar, Frank",12,2017-10-18,2018-01-16,20.601388888888888,14.0
eurocup,elias-pour ram||eurocup,"Elias-Pour, Ram",5,2017-10-11,2017-12-27,3.6766666666666667,0.6
eurocup,eliezer cyrille||eurocup,"Eliezer, Cyrille",8,2017-10-11,2017-12-27,11.670833333333334,1.875
eurocup,eliyahu lior||eurocup,"Eliyahu, Lior",10,2017-10-11,2017-12-27,9.905,3.8
eurocup,english aj||eurocup,"English, Aj",4,2017-10-18,2017-11-15,8.141666666666666,0.0
eurocup,eric michael||eurocup,"Eric, Michael",13,2017-10-11,2018-01-17,18.92820512820513,10.384615384615385
eurocup,eriksson marcus||eurocup,"Eriksson, Marcus",12,2017-10-11,2018-01-16,24.42638888888889,13.333333333333334
eurocup,ermis baris||eurocup,"Ermis, Baris",10,2017-10-10,2017-12-26,22.32,10.6
eurocup,fernandez jaime||eurocup,"Fernandez, Jaime",10,2017-10-11,2017-12-27,18.825,9.7
eurocup,ferner joschka||eurocup,"Ferner, Joschka",9,2017-10-10,2017-12-27,8.187037037037037,3.111111111111111
eurocup,fevrier ivan||eurocup,"Fevrier, Ivan",9,2017-10-11,2017-12-27,9.833333333333334,0.2222222222222222
eurocup,fischer lucas||eurocup,"Fischer, Lucas",13,2017-10-11,2018-01-16,8.675641025641026,3.6153846153846154
eurocup,fischer ricardo||eurocup,"Fischer, Ricardo",9,2017-10-11,2017-12-20,16.642592592592592,4.666666666666667
eurocup,flaccadori diego||eurocup,"Flaccadori, Diego",13,2017-10-11,2018-01-17,22.055128205128206,5.538461538461538
eurocup,forray toto||eurocup,"Forray, Toto",13,2017-10-11,2018-01-17,22.616666666666667,6.461538461538462
eurocup,fotu isaac||eurocup,"Fotu, Isaac",10,2017-10-10,2017-12-27,23.77,9.3
eurocup,francisco sylvain||eurocup,"Francisco, Sylvain",10,2017-10-11,2017-12-27,16.60333333333333,7.0
eurocup,franke yannick||eurocup,"Franke, Yannick",13,2017-10-11,2018-01-17,7.906410256410256,3.1538461538461537
eurocup,gacic sandro||eurocup,"Gacic, Sandro",2,2017-10-31,2017-12-27,1.8916666666666666,-0.5
eurocup,garrett diante||eurocup,"Garrett, Diante",13,2017-10-11,2018-01-17,30.121794871794876,14.384615384615385
eurocup,gavel anton||eurocup,"Gavel, Anton",13,2017-10-11,2018-01-17,18.6,4.923076923076923
eurocup,gavrilovic strahinja||eurocup,"Gavrilovic, Strahinja",8,2017-10-11,2017-12-27,15.356250000000001,3.75
eurocup,gegic amar||eurocup,"Gegic, Amar",5,2017-11-08,2017-12-27,1.16,0.0
