competition,MP_min,PIR
acb,21.116666666666667,3
acb,13.9,3
acb,0.0,0
acb,0.0,0
acb,0.0,0
acb,0.0,0
acb,7.583333333333333,1
acb,0.0,0
acb,0.45,-1
acb,2.1333333333333333,4
acb,6.55,4
acb,6.433333333333334,1
acb,0.0,0
acb,0.0,0
acb,8.966666666666667,2
acb,0.0,0
acb,2.1666666666666665,-1
acb,0.0,0
acb,1.6,1
acb,23.3,15
